CD_SETOR
"110001505000002"
"110001505000003"
"110001505000004"
"110001505000006"
"110001505000007"
"110001505000011"
"110001505000012"
"110001505000014"
"110001505000015"
"110001505000016"
"110001505000017"
"110001505000018"
"110001505000020"
"110001505000021"
"110001505000025"
"110001505000026"
"110001505000027"
"110001505000028"
"110001505000029"
"110001505000030"
"110001505000031"
"110001505000033"
"110001505000034"
"110001505000051"
"110001505000052"
"110001505000053"
"110001505000054"
"110001505000056"
"110001505000057"
"110001505000058"
"110001505000059"
"110001505000061"
"110001505000062"
"110001505000063"
"110001505000064"
"110001505000065"
"110001505000066"
"110001505000067"
"110001505000068"
"110001505000069"
"110001505000070"
"110001515000001"
"110001515000002"
"110001515000003"
"110001520000001"
"110001520000004"
"110001525000001"
"110001525000003"
"110001525000004"
"110001525000005"
"110001525000006"
"110001525000007"
"110001525000008"
"110001525000013"
"110001525000017"
"110001525000018"
"110001525000019"
"110001525000020"
"110001525000021"
"110001525000023"
"110001525000025"
"110001525000026"
"110001525000027"
"110001525000028"
"110001525000029"
"110001525000030"
"110001525000031"
"110001525000032"
"110001525000033"
"110001525000034"
"110001530000001"
"110001530000002"
"110001530000004"
"110001530000005"
"110001535000001"
"110001535000002"
"110001535000003"
"110001535000004"
"110001535000005"
"110001535000006"
"110002305000001"
"110002305000003"
"110002305000004"
"110002305000005"
"110002305000006"
"110002305000007"
"110002305000008"
"110002305000009"
"110002305000011"
"110002305000012"
"110002305000013"
"110002305000014"
"110002305000017"
"110002305000018"
"110002305000019"
"110002305000020"
"110002305000021"
"110002305000023"
"110002305000024"
"110002305000026"
"110002305000027"
"110002305000028"
"110002305000029"
"110002305000030"
"110002305000031"
"110002305000032"
"110002305000033"
"110002305000035"
"110002305000036"
"110002305000037"
"110002305000038"
"110002305000040"
"110002305000041"
"110002305000042"
"110002305000043"
"110002305000046"
"110002305000047"
"110002305000048"
"110002305000049"
"110002305000050"
"110002305000051"
"110002305000052"
"110002305000053"
"110002305000054"
"110002305000055"
"110002305000056"
"110002305000057"
"110002305000058"
"110002305000059"
"110002305000060"
"110002305000061"
"110002305000062"
"110002305000063"
"110002305000064"
"110002305000065"
"110002305000066"
"110002305000067"
"110002305000068"
"110002305000069"
"110002305000070"
"110002305000071"
"110002305000072"
"110002305000073"
"110002305000074"
"110002305000075"
"110002305000076"
"110002305000079"
"110002305000080"
"110002305000083"
"110002305000084"
"110002305000085"
"110002305000086"
"110002305000087"
"110002305000088"
"110002305000089"
"110002305000090"
"110002305000091"
"110002305000092"
"110002305000093"
"110002305000094"
"110002305000096"
"110002305000097"
"110002305000098"
"110002305000099"
"110002305000101"
"110002305000102"
"110002305000103"
"110002305000104"
"110002305000105"
"110002305000106"
"110002305000107"
"110002305000110"
"110002305000111"
"110002305000112"
"110002305000113"
"110002305000114"
"110002305000115"
"110002305000117"
"110002305000118"
"110002305000120"
"110002305000124"
"110002305000128"
"110002305000129"
"110002305000131"
"110002305000133"
"110002305000134"
"110002305000135"
"110002305000136"
"110002305000137"
"110002305000139"
"110002305000141"
"110002305000142"
"110002305000143"
"110002305000144"
"110002305000145"
"110002305000147"
"110002305000148"
"110002305000149"
"110002305000150"
"110002305000151"
"110002305000152"
"110002305000153"
"110002305000154"
"110002305000155"
"110002305000156"
"110002305000157"
"110002305000158"
"110002305000159"
"110002305000160"
"110002305000162"
"110002305000163"
"110002305000164"
"110002305000165"
"110002305000166"
"110002305000167"
"110002305000169"
"110002305000170"
"110002305000171"
"110002305000172"
"110002305000173"
"110002305000174"
"110002305000175"
"110002305000176"
"110002305000177"
"110002305000178"
"110002305000179"
"110002305000180"
"110002305000181"
"110002305000182"
"110002305000183"
"110002305000184"
"110002305000185"
"110002305000186"
"110002305000187"
"110002305000188"
"110002305000189"
"110002305000190"
"110002305000191"
"110002305000192"
"110002305000193"
"110002305000194"
"110002305000195"
"110002305000196"
"110002305000197"
"110002305000198"
"110002305000199"
"110002305000200"
"110002305000201"
"110002305000202"
"110003105000002"
"110003105000003"
"110003105000004"
"110003105000005"
"110003105000006"
"110003105000007"
"110003105000008"
"110003105000009"
"110003105000010"
"110003105000012"
"110003105000014"
"110003105000015"
"110003105000016"
"110003105000017"
"110003105000018"
"110003105000019"
"110003105000020"
"110003105000021"
"110003105000022"
"110003105000023"
"110004905000001"
"110004905000003"
"110004905000004"
"110004905000005"
"110004905000006"
"110004905000007"
"110004905000008"
"110004905000009"
"110004905000010"
"110004905000011"
"110004905000012"
"110004905000013"
"110004905000014"
"110004905000015"
"110004905000016"
"110004905000017"
"110004905000018"
"110004905000019"
"110004905000020"
"110004905000021"
"110004905000022"
"110004905000024"
"110004905000025"
"110004905000029"
"110004905000030"
"110004905000031"
"110004905000032"
"110004905000033"
"110004905000034"
"110004905000035"
"110004905000036"
"110004905000039"
"110004905000041"
"110004905000042"
"110004905000043"
"110004905000044"
"110004905000045"
"110004905000046"
"110004905000047"
"110004905000048"
"110004905000049"
"110004905000051"
"110004905000052"
"110004905000056"
"110004905000057"
"110004905000058"
"110004905000059"
"110004905000060"
"110004905000063"
"110004905000064"
"110004905000065"
"110004905000067"
"110004905000068"
"110004905000069"
"110004905000070"
"110004905000071"
"110004905000072"
"110004905000073"
"110004905000074"
"110004905000075"
"110004905000076"
"110004905000077"
"110004905000080"
"110004905000081"
"110004905000082"
"110004905000083"
"110004905000084"
"110004905000088"
"110004905000095"
"110004905000097"
"110004905000099"
"110004905000101"
"110004905000103"
"110004905000105"
"110004905000107"
"110004905000109"
"110004905000112"
"110004905000113"
"110004905000114"
"110004905000116"
"110004905000118"
"110004905000120"
"110004905000121"
"110004905000123"
"110004905000125"
"110004905000127"
"110004905000128"
"110004905000129"
"110004905000130"
"110004905000131"
"110004905000132"
"110004905000135"
"110004905000137"
"110004905000139"
"110004905000142"
